title;artist;top genre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;country
X;Nicky Jam;latin hip hop;2019;180;75;59;-5;30;69;173;3;6;76;US
You And Me;Lifehouse;neo mellow;2005;140;43;46;-8;17;35;195;11;3;76;US
Your Power;Billie Eilish;art pop;2021;130;28;63;-14;23;21;246;93;8;76;US
4 Minutes (feat. Justin Timberlake & Timbaland);Madonna;dance pop;2009;113;93;75;-5;23;77;190;1;7;75;US
Adan y Eva;Paulo Londra;argentine hip hop;2019;172;71;77;-4;7;72;257;32;34;75;AR
Ain't It Fun;Paramore;candy pop;2013;104;89;61;-4;2;67;297;15;9;75;US
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);Felix Jaehn;edm;2018;118;57;78;-7;7;48;186;67;3;75;DE
All Summer Long;Kid Rock;nu metal;2007;103;86;70;-4;10;89;298;2;3;75;US
Apologize;OneRepublic;piano rock;2007;118;74;59;-6;10;50;208;36;3;75;US
Ayo;Chris Brown;r&b;2015;98;56;82;-5;9;68;225;4;4;75;US
Bad and Boujee (feat. Lil Uzi Vert);Migos;atl hip hop;2017;127;67;93;-5;12;17;343;6;24;75;US
Bad At Love;Halsey;electropop;2017;118;75;68;-4;9;61;181;6;3;75;US
Bandido;Myke Towers;reggaeton;2020;168;62;71;-5;10;68;233;12;9;75;PR
Bartender (feat. Akon);T-Pain;dance pop;2007;105;39;83;-9;22;44;239;6;6;75;US
Beautiful Liar;Beyoncé;pop;2007;92;75;76;-4;16;42;200;1;7;75;US
BICHOTA;KAROL G;reggaeton;2020;164;67;86;-4;10;84;179;21;15;75;DE
Black Skinhead;Kanye West;chicago rap;2013;130;81;77;-6;17;33;188;0;28;75;US
Blue Jeans;GANGGA;indonesian lo-fi pop;2020;114;30;64;-11;18;29;211;94;3;75;ID
Boulevard of Broken Dreams;Green Day;modern rock;2004;167;68;49;-4;4;51;261;0;3;75;US
Boyfriend;Justin Bieber;canadian pop;2012;97;55;72;-6;13;33;171;4;5;75;CA
Breaking the Habit;Linkin Park;alternative metal;2003;100;85;58;-5;9;58;197;11;3;75;US
Breezeblocks;alt-J;indie rock;2012;150;66;62;-7;21;29;227;10;3;75;GB
Build a Bitch;Bella Poarch;modern alternative pop;2021;103;46;86;-7;35;87;123;22;4;75;US
Cool Kids;Echosmith;electropop;2013;130;67;72;-6;12;79;238;4;3;75;UNKNOWN
Dangerously;Charlie Puth;pop;2016;112;52;70;-8;20;23;199;36;4;75;US
Dirt Road Anthem;Jason Aldean;contemporary country;2010;127;74;68;-5;12;64;229;35;4;75;US
Disco Inferno;50 Cent;east coast hip hop;2005;97;66;93;-5;28;71;214;21;23;75;US
Don't Matter;Akon;dance pop;2006;125;44;80;-6;33;35;293;24;4;75;SN
Don't Tell 'Em;Jeremih;chicago rap;2015;98;53;86;-5;11;39;267;39;10;75;US
Everybody's Changing;Keane;neo mellow;2004;94;84;52;-4;11;42;216;0;3;75;GB
Fake Love;Drake;canadian hip hop;2017;134;48;93;-9;18;61;211;11;29;75;CA
Finesse - Remix: feat. Cardi B;Bruno Mars;dance pop;2017;105;86;70;-5;2;93;217;2;10;75;US
Foolish;Ashanti;dance pop;2002;90;70;67;-6;11;71;227;35;5;75;US
Forever;Drake;canadian hip hop;2009;104;91;46;-2;18;54;358;25;34;75;CA
Free Fallin' - Live at the Nokia Theatre Los Angeles CA - December 2007;John Mayer;neo mellow;2008;174;30;32;-13;70;44;264;77;3;75;US
GIRL LIKE ME;Black Eyed Peas;dance pop;2020;124;49;97;-9;7;31;223;2;19;75;US
Hangover;Taio Cruz;dance pop;2011;128;88;61;-3;7;61;245;1;4;75;GB
Hey Baby (Drop It to the Floor) (feat. T-Pain);Pitbull;dance pop;2011;128;91;60;-3;26;76;234;4;9;75;US
Hot N Cold;Katy Perry;pop;2008;132;84;71;-4;7;86;220;0;4;75;US
I Bet You Look Good On The Dancefloor;Arctic Monkeys;garage rock;2006;103;95;54;-4;38;78;174;0;4;75;GB
I Wanna Love You;Akon;dance pop;2006;100;45;87;-9;28;37;247;4;4;75;SN
Intro;The xx;downtempo;2009;100;78;62;-9;13;15;128;46;3;75;GB
La Camisa Negra;Juanes;colombian pop;2004;97;73;75;-4;6;97;217;8;3;75;CO
Last Nite;The Strokes;alternative rock;2001;104;91;62;-6;8;77;193;3;3;75;US
Lego House;Ed Sheeran;pop;2011;160;64;59;-8;13;56;185;56;10;75;GB
Light It Up (feat. Nyla & Fuse ODG) [Remix];Major Lazer;dance pop;2015;108;88;75;-4;23;75;166;4;7;75;JM
Loba;Shakira;colombian pop;2009;122;71;85;-8;8;78;189;40;5;75;CO
Look Alive (feat. Drake);BlocBoy JB;memphis hip hop;2018;140;58;92;-8;11;61;181;0;32;75;US
Love Lies (with Normani);Khalid;pop;2018;144;65;71;-6;13;34;202;10;4;75;US
Love Song;Sara Bareilles;acoustic pop;2007;123;79;58;-3;19;57;259;2;3;75;US
Loyal (feat. Lil Wayne & Tyga);Chris Brown;r&b;2014;99;52;84;-6;19;62;265;2;5;75;US
Lust For Life (with The Weeknd);Lana Del Rey;art pop;2017;100;66;50;-9;36;26;264;60;5;75;US
Magic;Coldplay;permanent wave;2014;93;48;74;-9;11;35;285;3;4;75;GB
Meet Me Halfway;Black Eyed Peas;dance pop;2009;130;63;80;-7;32;40;284;0;7;75;US
Moth To A Flame (with The Weeknd);Swedish House Mafia;edm;2022;120;66;54;-7;11;11;234;0;4;75;SE
My Band;D12;detroit hip hop;2004;120;85;85;-3;12;84;299;50;8;75;US
My Love (feat. T.I.);Justin Timberlake;dance pop;2006;120;68;77;-6;68;81;276;28;22;75;US
Need You Now;Lady A;contemporary country;2010;108;72;58;-4;24;32;236;3;3;75;UNKNOWN
Never Forget You;Zara Larsson;pop;2017;146;73;58;-6;27;28;213;0;5;75;SE
Obsessed;Mariah Carey;dance pop;2009;86;47;74;-6;83;37;242;5;6;75;US
OMG (feat. will.i.am);Usher;atl hip hop;2010;130;75;78;-6;36;33;269;20;3;75;US
On The Floor - Radio Edit;Jennifer Lopez;dance pop;2011;130;69;76;-6;14;44;231;8;8;75;US
Only Girl (In The World);Rihanna;barbadian pop;2010;126;72;79;-4;7;61;235;13;4;75;US
Papaoutai;Stromae;belgian pop;2013;116;81;73;-7;6;25;232;3;8;75;BE
Paparazzi;Lady Gaga;art pop;2008;115;69;76;-4;9;40;208;11;4;75;US
Party Rock Anthem;LMFAO;dance pop;2011;130;74;75;-4;27;35;262;2;16;75;US
Please Me;Cardi B;pop;2019;134;57;75;-7;8;65;201;6;8;75;US
Prayer in C - Robin Schulz Radio Edit;Lilly Wood and The Prick;french indie pop;2014;123;88;76;-6;60;80;189;2;3;75;FR
Rather Be (feat. Jess Glynne);Clean Bandit;pop;2014;121;59;80;-7;19;55;228;16;4;75;GB
Run It! (feat. Juelz Santana);Chris Brown;r&b;2005;101;48;85;-7;39;21;230;2;13;75;US
S&M;Rihanna;barbadian pop;2010;128;68;77;-5;10;83;244;1;4;75;US
Send My Love (To Your New Lover);Adele;british soul;2015;164;53;69;-8;17;57;223;4;9;75;GB
She Looks So Perfect;5 Seconds of Summer;boy band;2014;160;95;49;-4;33;44;202;0;13;75;AU
"Sit Still,  Look Pretty;Daya;pop;2016;91;73;85;-4;43;72;208;29;11;75;US",""
Suddenly I See;KT Tunstall;ectofolk;2005;100;77;59;-6;11;66;202;23;4;75;GB
Suga Suga;Baby Bash;chicano rap;2003;82;75;66;-3;8;54;239;69;27;75;US
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;Lana Del Rey;art pop;2013;126;81;57;-6;13;11;215;2;6;75;US
Superheroes;The Script;celtic rock;2014;167;89;49;-4;7;64;245;0;4;75;IE
Sweet Nothing (feat. Florence Welch);Calvin Harris;dance pop;2012;128;93;57;-4;6;58;213;20;11;75;UNKNOWN
Symphony (feat. Zara Larsson);Clean Bandit;pop;2017;123;63;71;-5;14;46;212;26;6;75;GB
Teenage Dirtbag;Wheatus;alternative;1999;95;85;63;-4;17;63;242;35;5;75;US
Teenage Dream;Katy Perry;pop;2010;120;80;72;-5;13;59;228;2;4;75;US
Telephone;Lady Gaga;art pop;2009;122;84;82;-6;11;72;221;1;4;75;US
Thank You;Dido;dance pop;1999;80;58;73;-10;7;76;218;30;4;75;GB
Therefore I Am;Billie Eilish;art pop;2020;94;34;89;-8;6;72;174;22;7;75;US
"These Days (feat. Jess Glynne,  Macklemore & Dan Caplen);Rudimental;pop dance;2018;92;81;65;-4;17;55;211;19;5;75;GB",""
Through The Wire;Kanye West;chicago rap;2004;83;74;57;-6;16;66;221;1;25;75;US
Trip;Ella Mai;r&b;2018;80;61;48;-6;11;36;214;23;14;75;GB
Waiting On the World to Change;John Mayer;neo mellow;2006;177;76;58;-6;25;66;201;16;12;75;US
We Belong Together;Mariah Carey;dance pop;2005;140;48;84;-8;9;77;201;3;6;75;US
We're Good;Dua Lipa;dance pop;2021;134;59;72;-6;18;59;166;3;5;75;GB
What the Hell;Avril Lavigne;canadian pop;2011;150;93;58;-4;14;88;221;0;5;75;CA
What You Know;Two Door Cinema Club;indie rock;2010;139;75;55;-4;9;83;190;0;4;75;UNKNOWN
Whatever You Like;T.I.;atl hip hop;2008;150;69;68;-6;26;47;250;2;7;75;US
What's Luv? (feat. Ja-Rule & Ashanti);Fat Joe;bronx hip hop;2001;94;71;84;-5;11;92;267;2;6;75;US
When The Sun Goes Down;Arctic Monkeys;garage rock;2006;169;88;35;-5;12;41;202;3;20;75;GB
Where Are Ü Now (with Justin Bieber);Jack Ü;edm;2015;139;78;43;-4;8;20;250;4;6;75;US
Worth It (feat. Kid Ink);Fifth Harmony;girl group;2015;100;77;88;-4;12;59;225;6;9;75;US
You Found Me;The Fray;neo mellow;2009;152;80;34;-5;14;40;242;2;4;75;US
Your Body Is a Wonderland;John Mayer;neo mellow;2001;94;73;65;-6;13;69;250;2;2;75;US
2 On (feat. ScHoolboy Q);Tinashe;alternative r&b;2014;101;60;74;-8;11;43;227;15;11;74;US
Afterglow;Ed Sheeran;pop;2020;110;32;64;-6;33;27;185;70;3;74;GB
Antidote;Travis Scott;hip hop;2015;131;53;71;-5;12;13;263;1;3;74;US
Anyone;Justin Bieber;canadian pop;2021;116;54;69;-8;11;58;191;18;3;74;CA
Apologize;Timbaland;dance pop;2007;118;60;65;-6;10;10;184;3;3;74;US
At My Worst;Pink Sweat$;bedroom soul;2020;92;42;81;-6;13;67;170;78;3;74;US
Back To December;Taylor Swift;pop;2010;142;61;52;-6;32;30;293;2;3;74;US
Baila Conmigo (with Rauw Alejandro);Selena Gomez;pop;2021;150;54;82;-7;10;66;186;2;7;74;US
Because of You;Kelly Clarkson;dance pop;2004;140;58;59;-5;12;15;219;25;3;74;US
Best Friend (feat. Doja Cat);Saweetie;cali rap;2021;94;77;84;-4;7;40;156;0;14;74;US
Billionaire (feat. Bruno Mars);Travie McCoy;pop rap;2010;87;67;63;-6;21;66;211;30;26;74;US
Bodak Yellow;Cardi B;pop;2018;125;70;93;-6;23;49;224;7;10;74;US
Bonita;J Balvin;reggaeton;2017;96;87;78;-2;28;87;266;1;4;74;CO
Bottoms Up (feat. Nicki Minaj);Trey Songz;dance pop;2010;74;60;84;-5;39;33;242;2;16;74;US
Bubbly;Colbie Caillat;dance pop;2007;128;48;69;-7;12;26;196;59;4;74;US
Burn;Ellie Goulding;indietronica;2012;87;77;56;-5;11;35;231;32;5;74;GB
Burn;Usher;atl hip hop;2004;120;48;80;-7;12;69;232;31;11;74;US
Butterfly;Crazy Town;alternative metal;1999;104;81;74;-4;11;61;217;0;8;74;US
Caroline;Aminé;pop rap;2017;120;34;94;-10;26;71;210;17;51;74;US
Come & Get It;Selena Gomez;pop;2013;80;79;55;-4;8;57;232;1;5;74;US
Controlla;Drake;canadian hip hop;2016;92;47;59;-11;10;35;245;8;19;74;CA
Dangerous;Kardinal Offishall;canadian old school hip hop;2008;117;79;95;-6;8;81;246;0;8;74;CA
Don't;Ed Sheeran;pop;2014;95;61;81;-7;64;85;220;1;7;74;GB
Don't Cha;The Pussycat Dolls;dance pop;2005;120;63;88;-3;13;55;272;1;10;74;US
double take;dhruv;nyc pop;2019;109;44;46;-11;22;21;172;84;9;74;UNKNOWN
Drunk in Love (feat. Jay-Z);Beyoncé;pop;2014;140;62;58;-7;18;40;323;1;5;74;US
Échame La Culpa;Luis Fonsi;latin pop;2017;96;90;73;-4;12;65;174;4;4;74;PR
Every Teardrop Is a Waterfall;Coldplay;permanent wave;2011;118;73;43;-7;17;33;241;0;4;74;GB
Far Away;Nickelback;alternative metal;2005;133;80;52;-5;11;29;238;0;3;74;CA
Genie In a Bottle;Christina Aguilera;dance pop;1999;176;80;63;-7;14;91;218;21;17;74;US
Giant (with Rag'n'Bone Man);Calvin Harris;dance pop;2019;122;89;81;-4;8;61;229;2;4;74;UNKNOWN
Good Life;OneRepublic;piano rock;2009;95;69;63;-8;13;65;253;8;5;74;US
Grace;Lewis Capaldi;pop;2019;104;56;72;-6;17;49;186;44;3;74;GB
Grace Kelly;MIKA;pop;2006;122;83;68;-6;36;67;188;2;5;74;GB
Green Light;Lorde;art pop;2017;129;72;59;-8;9;25;235;2;10;74;NZ
Headstrong;Trapt;alternative metal;2002;185;90;49;-6;19;53;286;0;12;74;UNKNOWN
Heroes (we could be);Alesso;dance pop;2015;126;75;50;-4;34;36;210;3;6;74;SE
I Know What You Did Last Summer;Shawn Mendes;canadian pop;2015;114;76;69;-5;15;74;224;10;9;74;CA
I Know What You Want (feat. Flipmode Squad);Busta Rhymes;east coast hip hop;2002;86;76;65;-4;65;52;324;1;31;74;US
I Need Your Love (feat. Ellie Goulding);Calvin Harris;dance pop;2012;125;87;70;-5;24;58;235;41;5;74;UNKNOWN
I'm with You;Avril Lavigne;canadian pop;2002;152;41;46;-7;12;21;223;8;3;74;CA
Jar of Hearts;Christina Perri;pop;2011;75;35;35;-6;12;9;247;73;3;74;US
Leave a Light On;Tom Walker;indie anthem-folk;2017;69;62;59;-6;13;27;186;2;11;74;GB
Lemonade;Internet Money;pop rap;2020;140;66;80;-6;11;47;195;26;8;74;US
Let It Go;James Bay;neo mellow;2015;147;31;54;-10;11;25;261;82;3;74;GB
Let's Fall in Love for the Night;FINNEAS;alt z;2019;128;41;74;-8;17;37;190;80;10;74;US
Life Is Good (feat. Drake);Future;atl hip hop;2020;142;57;80;-7;15;54;238;7;49;74;US
Lost Boy;Ruth B.;alt z;2015;124;6;71;-15;9;35;275;97;5;74;US
Love in This Club (feat. Young Jeezy);Usher;atl hip hop;2008;140;71;57;-6;17;35;260;6;7;74;US
LoveGame;Lady Gaga;art pop;2008;105;68;89;-6;32;84;216;1;5;74;US
Money;Cardi B;pop;2018;130;59;95;-7;11;22;184;1;29;74;US
Mr. Saxobeat - Radio Edit;Alexandra Stan;romanian pop;2011;127;93;73;-4;14;80;195;2;5;74;RO
My Love (feat. Jess Glynne);Route 94;house;2014;120;62;81;-8;7;73;260;0;5;74;UNKNOWN
No Air (feat. Chris Brown);Jordin Sparks;dance pop;2007;160;76;47;-5;6;33;264;5;20;74;US
No Type;Rae Sremmurd;melodic rap;2015;125;49;89;-8;9;24;200;2;16;74;US
Primadonna;MARINA;metropopolis;2012;128;69;66;-3;9;43;221;9;3;74;UNKNOWN
Reality;Lost Frequencies;belgian edm;2015;122;70;71;-8;7;60;159;2;3;74;BE
Rehab;Amy Winehouse;british soul;2006;72;56;41;-14;34;78;215;5;6;74;GB
Remember the Name (feat. Styles of Beyond);Fort Minor;rap rock;2005;85;84;69;-4;8;88;230;6;9;74;US
Replay;Iyaz;dance pop;2009;91;75;71;-6;17;20;182;17;7;74;VG
Rise;Jonas Blue;pop;2018;106;79;69;-5;20;66;194;33;3;74;GB
River (feat. Ed Sheeran);Eminem;detroit hip hop;2017;90;75;75;-6;7;66;221;14;52;74;US
Roar;Katy Perry;pop;2013;180;77;55;-5;35;46;224;0;4;74;US
Shape of My Heart;Backstreet Boys;boy band;2000;96;79;57;-4;16;52;230;25;3;74;US
Shotta Flow (feat. Blueface) [Remix];NLE Choppa;memphis hip hop;2019;120;51;89;-5;14;57;177;3;42;74;US
Since U Been Gone;Kelly Clarkson;dance pop;2004;131;74;66;-5;11;38;189;0;3;74;US
Sky Walker (feat. Travis Scott);Miguel;r&b;2017;146;51;67;-11;9;18;259;17;4;74;ES
Slide (feat. Frank Ocean & Migos);Calvin Harris;dance pop;2017;104;80;74;-3;25;51;231;50;5;74;UNKNOWN
SOS (feat. Aloe Blacc);Avicii;edm;2019;100;65;80;-6;12;38;157;27;7;74;SE
Spectrum (Say My Name) - Calvin Harris Remix;Florence + The Machine;baroque pop;2011;126;95;58;-4;10;59;218;0;5;74;UNKNOWN
Speed of Sound;Coldplay;permanent wave;2005;123;90;51;-7;7;35;288;0;6;74;GB
Swervin (feat. 6ix9ine);A Boogie Wit da Hoodie;melodic rap;2018;93;66;58;-5;11;43;189;2;30;74;US
Taki Taki (feat. Selena Gomez & Ozuna & Cardi B);DJ Snake;edm;2019;96;80;84;-4;6;62;213;16;23;74;FR
Tequila;Dan + Shay;contemporary country;2018;86;58;49;-6;13;49;197;3;3;74;US
The One That Got Away;Katy Perry;pop;2012;134;79;69;-4;20;86;227;0;4;74;US
Unsteady;X Ambassadors;modern alternative rock;2015;117;67;39;-6;12;20;194;18;6;74;US
What’s Next;Drake;canadian hip hop;2021;130;59;78;-7;16;6;178;1;5;74;CA
When Love Takes Over (feat. Kelly Rowland);David Guetta;big room;2010;130;86;68;-5;17;50;191;2;3;74;FR
When You Love Someone;James TW;classical soul;2019;126;45;68;-6;5;35;217;26;3;74;GB
X Gon' Give It To Ya;DMX;east coast hip hop;2007;95;90;76;-3;7;67;218;1;18;74;US
Yo (Excuse Me Miss);Chris Brown;r&b;2005;87;61;54;-6;21;57;229;12;27;74;US
You;Lloyd;r&b;2007;130;88;41;-6;30;70;273;10;47;74;GB
You Make It Easy;Jason Aldean;contemporary country;2018;132;57;38;-5;11;41;197;14;3;74;US
03' Bonnie & Clyde;JAY-Z;east coast hip hop;2002;90;68;76;-5;15;33;206;23;31;73;US
Alejandro;Lady Gaga;art pop;2009;99;79;62;-7;38;36;274;0;5;73;US
Alone;Marshmello;brostep;2016;142;95;63;-4;11;42;274;2;3;73;US
A-Punk;Vampire Weekend;baroque pop;2008;175;82;55;-4;15;85;138;1;5;73;US
Back To You;Selena Gomez;pop;2018;102;68;60;-6;11;49;210;10;5;73;US
Bulletproof;La Roux;alternative dance;2009;123;88;67;-3;7;68;206;0;5;73;GB
Burnin' Up;Jonas Brothers;boy band;2008;114;95;67;-3;33;81;175;3;8;73;US
Cold (feat. Future);Maroon 5;pop;2018;100;72;69;-6;5;41;234;14;11;73;US
Cold Water (feat. Justin Bieber & MØ);Major Lazer;dance pop;2016;93;80;61;-5;16;50;185;7;4;73;JM
Crack A Bottle;Eminem;detroit hip hop;2009;170;87;52;-3;17;39;298;9;19;73;US
Day 'N' Nite (Nightmare);Kid Cudi;hip hop;2009;138;44;88;-6;12;80;221;46;7;73;US
do re mi;blackbear;alt z;2017;111;59;75;-6;12;17;212;1;5;73;US
ELEMENT.;Kendrick Lamar;conscious hip hop;2017;190;71;75;-5;25;48;209;20;49;73;US
Empire State of Mind (Part II) Broken Down;Alicia Keys;neo soul;2009;93;37;48;-8;12;14;216;74;3;73;US
Everything;Michael Bublé;adult standards;2007;123;69;69;-5;9;49;212;39;3;73;CA
Fetish (feat. Gucci Mane);Selena Gomez;pop;2017;123;62;71;-4;6;27;186;2;6;73;US
Fire Burning;Sean Kingston;dance pop;2009;123;80;84;-3;33;89;240;2;3;73;JM
Follow Me;Uncle Kracker;country;2000;105;59;82;-5;15;92;218;44;3;73;US
Hate That I Love You;Rihanna;barbadian pop;2008;94;73;64;-5;10;73;219;32;9;73;US
High By The Beach;Lana Del Rey;art pop;2015;132;49;54;-11;12;10;258;24;3;73;US
Higher;Creed;alternative metal;1999;156;83;46;-6;21;43;317;0;4;73;US
Hold Back The River;James Bay;neo mellow;2015;135;72;72;-7;9;51;239;5;9;73;GB
Home;Phillip Phillips;folk-pop;2012;121;83;61;-6;12;32;210;3;3;73;US
Hot N*gga;Bobby Shmurda;nyc rap;2014;168;51;79;-7;6;18;195;5;42;73;UNKNOWN
How Do You Sleep?;Sam Smith;pop;2019;111;68;48;-5;8;35;202;15;9;73;US
Hurricane;Kanye West;chicago rap;2021;80;56;59;-7;11;35;243;5;15;73;US
Hurts So Good;Astrid S;alt z;2021;120;63;67;-5;9;42;209;8;5;73;DE
I Kissed A Girl;Katy Perry;pop;2008;130;76;70;-3;13;70;180;0;7;73;US
I Need a Girl (Pt. 2) [feat. Loon & Ginuwine & Mario Winans];Diddy;dance pop;2004;200;47;71;-7;3;78;286;42;48;73;US
I'm Like A Bird;Nelly Furtado;canadian latin;2000;90;61;62;-5;23;61;243;15;4;73;CA
I'm Still in Love with You (feat. Sasha);Sean Paul;dance pop;2022;87;67;77;-5;12;76;273;10;17;73;JM
Jackie Chan;Tiësto;big room;2018;128;83;75;-3;6;69;216;37;5;73;NL
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;Jennifer Lopez;dance pop;2002;100;77;85;-5;6;96;188;1;19;73;US
Jumpin' Jumpin';Destiny's Child;dance pop;1999;89;69;77;-5;5;68;230;1;6;73;US
Jumpman;Drake;canadian hip hop;2015;142;55;85;-7;33;66;206;6;19;73;CA
King;Years & Years;gauze pop;2015;120;86;56;-4;38;43;215;6;4;73;GB
Kiss Kiss (feat. T-Pain);Chris Brown;r&b;2007;140;66;73;-3;7;55;251;5;23;73;US
Look At Me Now (feat. Lil' Wayne & Busta Rhymes);Chris Brown;r&b;2011;146;68;77;-6;14;54;223;3;18;73;US
Man Of The Year;ScHoolboy Q;gangster rap;2014;112;87;75;-5;20;37;216;1;4;73;UNKNOWN
Mercy;Kanye West;chicago rap;2012;140;50;56;-9;17;43;329;7;41;73;US
Never Say Never;Justin Bieber;canadian pop;2011;97;81;74;-5;30;63;228;2;7;73;CA
On The Ground;ROSÉ;k-pop;2021;189;61;31;-7;13;29;168;2;11;73;US
One Only;Pamungkas;indonesian pop;2018;145;52;25;-6;9;11;255;22;3;73;ID
Otro Trago;Sech;panamanian pop;2019;176;70;75;-5;11;62;226;14;34;73;PA
Party Up;DMX;east coast hip hop;1999;202;93;51;-3;50;53;269;7;35;73;US
Pesan Terakhir;Lyodra;indonesian pop;2021;120;36;52;-9;9;14;261;43;3;73;UNKNOWN
Ride;Lana Del Rey;art pop;2012;94;69;37;-6;38;19;289;13;3;73;US
Right Now (Na Na Na);Akon;dance pop;2008;138;86;83;-4;41;61;241;26;15;73;SN
Roses;Outkast;atl hip hop;2003;109;71;75;-6;11;51;370;5;5;73;US
Same Old Love;Selena Gomez;pop;2015;98;59;67;-4;21;44;229;2;3;73;US
She Doesn't Mind;Sean Paul;dance pop;2012;120;78;72;-5;21;62;228;0;7;73;JM
She Hates Me;Puddle Of Mudd;alternative metal;2001;110;75;58;-5;75;58;217;1;3;73;US
She Moves In Her Own Way;The Kooks;brighton indie;2006;153;80;41;-5;10;81;169;24;6;73;GB
Shivers;Ed Sheeran;pop;2021;141;86;79;-3;4;82;208;28;9;73;GB
Skinny Love;Birdy;neo mellow;2011;166;29;38;-8;12;17;201;95;5;73;GB
Skinny Love;Bon Iver;chamber pop;2008;76;26;59;-14;13;11;239;85;6;73;US
Someday;The Strokes;alternative rock;2001;106;53;54;-7;34;67;183;0;3;73;US
Someday;Nickelback;alternative metal;2003;163;86;46;-6;23;60;207;0;4;73;CA
Sway;Michael Bublé;adult standards;2003;126;64;71;-6;9;74;188;75;3;73;CA
Taste (feat. Offset);Tyga;hip hop;2018;98;56;88;-7;10;34;233;2;12;73;US
Te Amo;Rihanna;barbadian pop;2009;172;71;57;-5;10;75;208;54;8;73;US
Time to Pretend;MGMT;alternative rock;2007;101;94;44;-3;30;42;261;0;5;73;US
Too Little Too Late;JoJo;dance pop;2006;82;80;42;-5;8;73;222;1;6;73;US
Touch The Sky;Kanye West;chicago rap;2005;99;85;55;-5;31;55;237;1;34;73;US
Trouble;Cage The Elephant;modern alternative rock;2015;78;62;47;-6;10;30;226;39;3;73;US
Tuesday (feat. Danelle Sandoval);Burak Yeter;electro house;2016;99;64;84;-6;5;68;242;2;7;73;NL
U Got It Bad;Usher;atl hip hop;2001;124;50;82;-5;7;65;248;2;3;73;US
U Remind Me;Usher;atl hip hop;2001;94;63;66;-5;25;73;267;19;8;73;US
Unfaithful;Rihanna;barbadian pop;2006;144;39;59;-9;23;35;227;84;3;73;US
Up;Cardi B;pop;2021;166;80;87;-6;5;82;157;0;27;73;US
Water Under the Bridge;Adele;british soul;2015;95;83;59;-7;11;54;240;1;6;73;GB
We R Who We R;Kesha;dance pop;2010;120;82;74;-5;12;65;205;1;4;73;US
What Goes Around.../...Comes Around (Interlude);Justin Timberlake;dance pop;2006;76;72;69;-5;57;43;449;12;7;73;US
Whatcha Say;Jason Derulo;dance pop;2010;144;71;62;-6;14;71;221;4;8;73;US
When I Grow Up;The Pussycat Dolls;dance pop;2008;118;69;67;-6;40;37;246;0;5;73;US
Whoopty;CJ;nyc rap;2020;140;65;72;-8;13;66;123;20;13;73;BE
Without You (feat. Usher);David Guetta;big room;2012;128;61;61;-4;16;40;208;23;3;73;FR
WITHOUT YOU (with Miley Cyrus);The Kid LAROI;australian hip hop;2021;93;47;66;-6;10;47;161;17;3;73;AU
1 2 3 (feat. Jason Derulo & De La Ghetto);Sofía Reyes;latin pop;2018;95;90;79;-3;5;79;202;17;6;72;MX
7 Days;Craig David;british soul;2000;83;81;66;-7;10;89;235;23;5;72;UNKNOWN
All My Friends (feat. Tinashe & Chance the Rapper);Snakehips;electropop;2015;95;52;68;-6;11;18;230;12;14;72;GB
All Night;The Vamps;boy band;2017;145;80;54;-5;33;51;198;0;4;72;JP
Amazed;Lonestar;contemporary country;1999;140;54;56;-8;12;24;241;26;3;72;US
As Good As I Once Was;Toby Keith;classic oklahoma country;2005;119;87;68;-4;11;65;228;27;4;72;US
Bad Things (with Camila Cabello);Machine Gun Kelly;ohio hip hop;2017;138;69;70;-5;19;31;239;21;15;72;UNKNOWN
Banana Pancakes;Jack Johnson;neo mellow;2005;115;37;81;-8;9;63;192;60;12;72;UNKNOWN
Bangarang (feat. Sirah);Skrillex;brostep;2011;110;97;72;-2;32;58;215;1;20;72;US
Beautiful Soul;Jesse McCartney;dance pop;2004;90;67;66;-4;3;93;214;8;5;72;GB
BedRock;Young Money;dirty south rap;2009;148;66;73;-6;19;56;288;10;30;72;US
Beggin (original version);Madcon;norwegian hip hop;2007;129;80;72;-5;6;45;216;3;6;72;NO
Beverly Hills;Weezer;alternative rock;2005;88;82;69;-4;33;74;196;9;7;72;US
Big Girls Don't Cry (Personal);Fergie;dance pop;2006;113;64;71;-4;9;25;268;21;3;72;US
Big Pimpin';JAY-Z;east coast hip hop;1999;138;81;88;-6;6;94;283;17;14;72;US
Body;Megan Thee Stallion;houston rap;2020;94;73;91;-6;11;47;171;2;24;72;US
Brianstorm;Arctic Monkeys;garage rock;2007;165;97;42;-5;9;46;173;0;19;72;GB
Confessions Part II;Usher;atl hip hop;2004;138;47;85;-8;7;70;211;6;14;72;US
Do It Again;Pia Mia;dance pop;2015;96;56;71;-7;9;41;208;3;5;72;UNKNOWN
Donald Trump;Mac Miller;hip hop;2016;82;94;72;-5;37;80;165;3;12;72;US
emotions;iann dior;melodic rap;2019;81;63;63;-6;14;16;131;1;4;72;US
FEFE;6ix9ine;emo rap;2018;126;39;93;-9;14;38;179;9;41;72;US
Get the Party Started;P!nk;dance pop;2001;129;90;80;-3;17;96;193;0;5;72;US
