spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,Alex Warren,1,1,0,,2025-06-11,95,False,186964,"You'll Be Alright, Kid (Chapter 1)",2024-09-26,0.368,0.694,2,-6.141,1,0.06,0.704,6.59e-06,0.055,0.391,168.115,3
42UBPzRMh5yyz0EDPr6fr1,Manchild,Sabrina Carpenter,2,-1,48,,2025-06-11,89,True,213645,Manchild,2025-06-05,0.731,0.685,7,-5.087,1,0.0572,0.122,0.0,0.317,0.811,123.01,4
0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,3,0,1,,2025-06-11,98,False,199032,back to friends,2024-12-27,0.436,0.723,1,-2.291,1,0.0301,9.37e-05,8.82e-05,0.0929,0.235,92.855,4
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,"Lady Gaga, Bruno Mars",4,0,-1,,2025-06-11,91,False,251667,MAYHEM,2025-03-07,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,5,1,0,,2025-06-11,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
27xkOIER6uDLKALIelHylZ,Don’t Say You Love Me,Jin,6,-1,-4,,2025-06-11,93,False,180716,Echo,2025-05-16,0.729,0.562,8,-5.49,1,0.0304,0.484,0.0,0.105,0.757,111.976,4
6iOndD4OFo7GkaDypWQIou,La Plena - W Sound 05,"W Sound, Beéle, Ovy On The Drums",7,0,0,,2025-06-11,95,True,150001,La Plena (W Sound 05),2025-02-19,0.894,0.643,5,-3.485,1,0.132,0.543,0.000984,0.101,0.659,99.039,4
4AajxCEwGEsmHmT4H1TwjY,undressed,sombr,8,0,-2,,2025-06-11,96,False,182088,undressed,2025-03-21,0.642,0.887,0,-3.883,1,0.0406,0.137,0.0,0.0829,0.888,115.999,4
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",9,1,-1,,2025-06-11,89,False,169917,rosie,2024-12-06,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
4WFgvKVfEhb3IUAFGrutTR,Love Me Not,Ravyn Lenae,10,-1,9,,2025-06-11,91,False,213466,Bird's Eye,2024-08-09,0.779,0.731,0,-6.176,1,0.0306,0.296,0.0,0.128,0.814,114.001,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,11,1,1,,2025-06-11,96,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
6eLQXa6uk2EW8drsiKbABZ,TU SANCHO,Fuerza Regida,12,2,-1,,2025-06-11,90,True,177994,111XPANTIA,2025-05-02,0.689,0.84,8,-6.423,1,0.0457,0.576,0.0,0.126,0.631,120.012,3
2yWlGEgEfPot0lv3OAjuG3,Just Keep Watching (From F1® The Movie),"Tate McRae, F1 The Album",13,0,-3,,2025-06-11,91,False,142550,Just Keep Watching (From F1® The Movie),2025-05-30,0.656,0.796,9,-5.856,0,0.113,0.0767,0.0,0.509,0.425,129.956,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,14,3,-1,,2025-06-11,93,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,15,1,6,,2025-06-11,91,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
21IYMdzTrzSe191Cy5eMap,Sailor Song,Gigi Perez,16,-1,-2,,2025-06-11,89,False,211978,"At The Beach, In Every Life",2025-04-25,0.499,0.392,11,-10.441,1,0.0262,0.627,7.1e-05,0.192,0.272,95.076,4
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,17,2,-2,,2025-06-11,97,True,237117,DeBÍ TiRAR MáS FOToS,2025-01-05,0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,18,-7,-9,,2025-06-11,90,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,19,2,-1,,2025-06-11,96,True,166300,The Secret of Us (Deluxe),2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
0QCIpQV3twfqo9kh0t8Zza,Shake It To The Max (FLY) - Remix,"MOLIY, Silent Addy, Skillibeng, Shenseea",20,-2,-4,,2025-06-11,93,True,178775,Shake It To The Max (FLY) (Remix),2025-02-21,0.856,0.548,0,-6.609,0,0.123,0.561,0.0,0.155,0.562,97.997,4
1HEwEN64NjgTaHmo7LfkX8,no tiene sentido,Beéle,21,-1,3,,2025-06-11,89,False,158036,BORONDO,2025-05-15,0.671,0.596,2,-7.565,0,0.0556,0.0871,1.97e-05,0.119,0.497,121.976,4
4DPdJvSMB6hmrjgC5eC85d,Iris,The Goo Goo Dolls,22,28,28,,2025-06-11,58,False,289533,Stay with You,1998-01-01,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",23,-1,-6,,2025-06-11,92,False,177598,GNX,2024-11-21,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
4Q0qVhFQa7j6jRKzo3HDmP,Sapphire,Ed Sheeran,24,5,26,,2025-06-11,81,False,179082,Sapphire,2025-06-05,0.631,0.72,1,-6.152,1,0.0655,0.0163,0.0,0.347,0.394,95.011,4
5yJaXWIErrrsjQ3J0eR5aK,The Night We Met,Lord Huron,25,0,4,,2025-06-11,82,False,208226,Strange Trails,2015-04-07,0.44,0.378,2,-9.545,1,0.045,0.968,0.272,0.639,0.105,174.121,3
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,26,0,0,,2025-06-11,92,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",27,0,-5,,2025-06-11,94,True,232186,Black Panther The Album Music From And Inspired By,2018-02-09,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",28,4,6,,2025-06-11,94,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,29,8,10,,2025-06-11,94,False,183956,AM,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,30,9,7,,2025-06-11,94,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
4e6TmHCC4PRUj75knNplNP,Mangu,"Fourtwnty, Charita Utami",31,-7,-8,,2025-06-11,87,False,261048,Nalar,2023-04-18,0.534,0.295,7,-8.733,1,0.0238,0.647,2.96e-06,0.0794,0.197,94.048,4
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,32,16,18,,2025-06-11,93,False,266773,Parachutes,2000-07-10,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
3hpm0fTeSqlhJbnqAgaLZs,Marlboro Rojo,Fuerza Regida,33,-5,-5,,2025-06-11,91,True,184173,111XPANTIA,2025-05-02,0.773,0.645,4,-6.376,0,0.0349,0.342,3.38e-06,0.32,0.923,114.996,1
35ISBknsCeZQtq66xABI9g,Messy,Lola Young,34,-3,-1,,2025-06-11,89,True,284066,This Wasn't Meant For You Anyway,2024-06-21,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,35,5,11,,2025-06-11,93,False,240400,I Love You.,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,36,-2,-9,,2025-06-11,96,True,367725,DeBÍ TiRAR MáS FOToS,2025-01-05,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",37,-1,-7,,2025-06-11,95,True,256000,Hurry Up Tomorrow,2025-01-31,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96e-06,0.138,0.6,119.999,4
0fK7ie6XwGxQTIkpFoWkd1,like JENNIE,JENNIE,38,-5,-13,,2025-06-11,95,True,123517,Ruby,2025-03-07,0.811,0.743,10,-5.321,0,0.0611,0.281,0.00671,0.0868,0.815,130.019,4
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli xcx,39,-4,-7,,2025-06-11,93,False,296653,how i'm feeling now,2020-05-15,0.579,0.522,1,-8.393,1,0.0993,0.761,1.41e-05,0.655,0.245,79.453,4
04emojnbYkrRmv5qtJcgVP,What I Want (feat. Tate McRae),"Morgan Wallen, Tate McRae",40,1,-9,,2025-06-11,92,False,184517,I’m The Problem,2025-05-16,0.657,0.699,9,-3.92,1,0.0262,0.639,0.0,0.148,0.495,115.998,4
1UPB5rYJ0bzn6mNSoAHrZC,You'll Be in My Heart,NIKI,41,-11,-6,,2025-06-11,93,False,241776,You'll Be In My Heart,2022-09-14,0.486,0.613,9,-8.748,1,0.0394,0.0569,0.00139,0.126,0.633,187.531,4
4oB8Xd7gMlUEtWoD8bmCXW,Morena,"Neton Vega, Peso Pluma",42,-4,-2,,2025-06-11,92,False,193728,Mi Vida Mi Muerte,2025-02-14,0.697,0.776,4,-7.409,0,0.0308,0.379,0.00148,0.341,0.189,118.007,3
5ITV0zqzjOYfFWpW0xBmRa,Show Me Love,"WizTheMc, bees & honey",43,-1,-2,,2025-06-11,94,False,176965,Show Me Love,2025-02-07,0.714,0.691,1,-7.333,1,0.0434,0.0212,0.000292,0.111,0.155,107.15,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,44,5,-1,,2025-06-11,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
6393yGahSJ9slVdOwSxOVR,Pink Pony Club,Chappell Roan,45,-2,5,,2025-06-11,88,False,258034,The Rise and Fall of a Midwest Princess,2023-09-21,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",46,4,-4,,2025-06-11,93,True,180386,Flower Boy,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,47,-2,-11,,2025-06-11,94,True,204768,DeBÍ TiRAR MáS FOToS,2025-01-05,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4
221eHga9f9Ne4f8D7WVgPT,Mystical Magical,Benson Boone,48,-1,-3,,2025-06-11,92,False,165746,Mystical Magical,2025-04-24,0.671,0.697,11,-3.851,1,0.116,0.19,0.0,0.393,0.848,119.867,4
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,49,-3,1,,2025-06-11,93,False,253920,Synchronicity (Remastered 2003),1983-06-17,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
0GRc3eGTg8HBdWLRGYgqIc,Azizam,Ed Sheeran,50,0,0,,2025-06-11,92,False,162029,Azizam,2025-04-04,0.663,0.899,6,-5.103,1,0.0473,0.00255,0.0,0.065,0.876,127.998,4
7c5uGV9Rys18JP2570ykTu,Isaka (6am),"CIZA, Jazzworx, Thukuthela",1,0,0,ZA,2025-06-11,75,False,349910,Isaka (6am),2025-04-11,0.341,0.54,10,-9.07,0,0.0566,0.292,0.279,0.212,0.752,176.762,3
73MJ65QLIfsU2GyCt5KQ3a,Uzizwa Kanjan (feat. GL_Ceejay),"Jazzworx, MaWhoo, Thukuthela, GL_Ceejay",2,0,0,ZA,2025-06-11,72,False,467145,Uzizwa Kanjan (feat. GL_ceejay),2025-04-25,0.51,0.431,1,-11.19,1,0.0518,0.582,0.371,0.11,0.56,118.055,4
4nP3JxLWurlrvollaDlxsJ,Mali,"Dlala Thukzin, Zee Nxumalo, SYKES",3,0,0,ZA,2025-06-11,69,False,408813,031 Studio Camp 2.0,2025-04-25,0.807,0.538,11,-7.799,0,0.0518,0.00606,0.00329,0.0526,0.291,118.05,4
62auSQwzIlyVuqUsxd4w63,"Abantwana Bakho (feat. Thatohatsi, Young Stunna & Nkosazana Daughter)","DJ Maphorisa, Xduppy, Kabza De Small, Thatohatsi, Young Stunna, Nkosazana Daughter",4,0,1,ZA,2025-06-11,69,False,518307,NGOMOYA,2025-03-28,0.74,0.747,8,-10.59,1,0.0496,0.0218,0.0037,0.181,0.542,112.992,4
24fRfn3FOM4xk02aE4wief,Vuka (feat. Thukuthela),"Oscar Mbo, Jazzworx, Thukuthela",5,3,1,ZA,2025-06-11,71,False,327451,Vuka (feat. Thukuthela),2024-12-13,0.738,0.455,4,-10.965,0,0.0466,0.175,0.198,0.105,0.524,118.006,4
0DGP0pRR8yz4OW2xxjIskt,Vuma Dlozi Lami (feat. Ancestral Rituals),"Issa sisdoh, Ancestral Rituals",6,-1,-2,ZA,2025-06-11,69,False,380238,Vuma Dlozi Lami (feat. Ancestral Rituals),2024-09-12,0.675,0.619,2,-8.775,1,0.0328,0.00155,0.0759,0.0456,0.759,117.988,4
1x4yHR7HJ0ZQCQVjXb2Vc8,UNIKHODIMA,"NHLOSO KHWELA, Shenge wasehlalankosi",7,0,0,ZA,2025-06-11,63,False,265560,UNIKHODIMA,2025-05-03,0.822,0.56,2,-9.604,1,0.0812,0.107,0.0,0.088,0.896,129.968,4
5JjQdivvXPrnjeEoxE16WD,Warning,"Shandesh, Shebeshxt, King Salah, Kaycherlow NLL",8,-2,6,ZA,2025-06-11,63,False,280398,Warning,2025-05-23,0.536,0.706,1,-9.56,0,0.0856,0.0336,0.000201,0.0957,0.82,126.787,4
2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,Alex Warren,9,0,1,ZA,2025-06-11,95,False,186964,"You'll Be Alright, Kid (Chapter 1)",2024-09-26,0.368,0.694,2,-6.141,1,0.06,0.704,6.59e-06,0.055,0.391,168.115,3
2Ufc72Ojfx9lR30r5srBPB,Sdudla or Slender,"Shandesh, Mvzzle",10,0,-1,ZA,2025-06-11,69,False,224187,Sdudla or Slender,2025-03-12,0.848,0.68,11,-10.33,1,0.0662,0.0915,0.000432,0.0425,0.815,127.052,4
3CLA4E7HOX6MBSjZG7hyhm,Di Chopper,"Shandesh, Mvzzle, Abi wa Mampela, Naleboy Young King",11,0,-3,ZA,2025-06-11,68,False,265762,Di Chopper,2025-04-11,0.757,0.722,6,-9.878,1,0.0589,0.156,0.00168,0.0575,0.887,127.063,4
2QVyLdd8FNg33pm5qfju1g,Sajola Kamnandi,"Sminofu, Zee Nxumalo",12,3,-1,ZA,2025-06-11,66,False,254778,Sajola Kamnandi,2025-04-24,0.668,0.943,11,-5.814,0,0.055,0.0442,0.000371,0.0979,0.78,155.973,4
7hO6BIPeHb0Y5v9bgXoxKg,Sohlala Sisonke,"Dlala Thukzin, Zeh McGeba, MK Productions",13,-1,3,ZA,2025-06-11,67,False,327457,Finally Famous Too,2024-09-27,0.715,0.765,7,-7.837,0,0.0363,0.124,0.0824,0.0391,0.733,118.026,4
3bM6G6G4kcoeTAMdFDPKEB,Ngwanaka,"Janesh, Hitboss SA",14,7,4,ZA,2025-06-11,64,False,256864,Lekompo Easter,2025-04-18,0.719,0.71,9,-6.092,1,0.0536,0.00791,0.0026,0.0506,0.345,127.866,4
2tUXE87QNnoVQZApV3uyVZ,Ngisakuthanda,"Zee Nxumalo, TBO, PYY Log Drum King, Dj Tearz, Dr Thulz",15,2,0,ZA,2025-06-11,68,False,412092,Ngisakuthanda,2024-09-06,0.767,0.814,8,-5.779,0,0.0555,0.00891,0.000751,0.0668,0.546,112.998,4
5Qnm8kfRqAO7uYl18opkUE,Deda,Samthing Soweto,16,4,7,ZA,2025-06-11,59,False,298653,Deda,2025-05-30,0.322,0.394,5,-10.706,0,0.0548,0.792,9.09e-06,0.174,0.223,86.969,4
3fD3CRxrTurrH3W4nJEt26,Ndonwabile (feat. Raspy & Babalwa M),"Kelvin Momo, Raspy, Babalwa M",17,-4,-5,ZA,2025-06-11,62,False,381096,Thato Ya Modimo,2025-05-30,0.856,0.548,5,-12.225,0,0.053,0.0262,0.0347,0.0427,0.323,111.997,4
79r4mAwHBAB1x5QnImlUM6,Ncono Siyeke,"Mshinwemali, Shenge wasehlalankosi",18,0,4,ZA,2025-06-11,62,False,299363,Ncono Siyeke,2024-09-10,0.455,0.799,2,-8.831,1,0.0359,0.384,0.0,0.575,0.868,99.729,3
6VBfzBgHu8tFeeg2ZQO4gH,Wayengenalutho,MENZI MUSIC,19,-3,2,ZA,2025-06-11,64,False,312293,Sizesiguge,2024-12-06,0.591,0.962,9,-4.144,1,0.0397,0.201,2.27e-06,0.0849,0.93,68.517,4
0OMHMgH263gIrUcszYYivV,Emhlabeni (feat. Thatohatsi & Tracy),"Kelvin Momo, Da Muziqal Chef, Thatohatsi, Tracy",20,-1,-7,ZA,2025-06-11,64,False,518596,Thato Ya Modimo,2025-05-30,0.832,0.615,10,-12.271,0,0.0588,0.0107,0.0473,0.113,0.708,112.007,4
0Y3kQx93aK7cVwvNn6pfoB,Soft,"Nasty C, Usimamane",21,-7,29,ZA,2025-06-11,57,True,135248,Soft,2025-06-06,0.659,0.416,4,-11.744,0,0.275,0.648,0.000115,0.111,0.245,180.973,4
1SBdVvoxfFvuO6BVY9WqnI,Uvume Kanjani?,LIMIT NALA,22,0,2,ZA,2025-06-11,63,False,284055,Uvume Kanjani?,2025-03-21,0.641,0.721,7,-5.911,1,0.0272,0.647,3.79e-05,0.0945,0.787,129.982,4
2QqCjFfWbjMSRo2vscPJBr,Mamenemene,"Shandesh, DJ Janisto, King Salah",23,6,15,ZA,2025-06-11,62,False,261353,Mamenemene,2025-05-09,0.751,0.66,1,-8.76,0,0.112,0.369,3.85e-06,0.065,0.877,126.876,4
5wYyy08pvNomxBKFa3Bfj6,"ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii)","Uncle Waffles, Royal MusiQ, Uncool MC, Xduppy, CowBoii",24,2,5,ZA,2025-06-11,69,False,273098,4 Da Ho's,2024-12-06,0.884,0.409,1,-11.041,0,0.0775,0.0154,0.00166,0.0686,0.723,113.037,4
021iZJ1jjc6cZZ4sMXvcW9,Romeo & Juliet,"Naledi Aphiwe, Mawelele",25,-2,3,ZA,2025-06-11,64,False,307663,Romeo & Juliet,2025-01-22,0.744,0.562,2,-9.515,1,0.0475,0.241,0.0179,0.0593,0.691,125.989,3
7bIDSVHXsazyMqK2Peb8FK,Amen,"Cici, Naledi Aphiwe",26,-1,-7,ZA,2025-06-11,63,False,198929,Amen,2025-05-21,0.228,0.365,8,-7.986,0,0.0295,0.833,5.56e-05,0.109,0.255,100.515,5
3RCMGDpJlWeEgCLhOz63oa,Ngiyakuthanda,MENZI MUSIC,27,-3,-1,ZA,2025-06-11,63,False,283062,Sizesiguge,2024-12-06,0.556,0.924,7,-5.459,0,0.0365,0.424,1.44e-05,0.335,0.833,136.027,4
659qsb8NZaTuNubJDk1gaD,"Dlala Ka Yona (feat. Focalistic, Ricky Lenyora, Uncool MC & Mellow & Sleazy)","DJ Maphorisa, Xduppy, Enny Man Da Guitar, Focalistic, Ricky Lenyora, Uncool MC, Mellow & Sleazy",28,0,9,ZA,2025-06-11,63,False,428816,ROUGH DANCE,2025-03-28,0.871,0.664,1,-11.304,1,0.057,0.00858,0.00111,0.0655,0.624,112.0,4
6UTWHvcKICoVo2OuD78Wxq,Abangifuni,"Romeo Makota, Eemoh",29,1,3,ZA,2025-06-11,63,False,452455,Lebelo - EP,2025-02-28,0.775,0.621,1,-9.226,1,0.0416,0.0345,0.0168,0.118,0.313,113.015,4
2MSzTLwjCFUcGrxNFvU6pm,Mkhuzeni (feat. Da Muziqal Chef),"Kelvin Momo, Babalwa M, Da Muziqal Chef",30,-3,-10,ZA,2025-06-11,61,False,527495,Thato Ya Modimo,2025-05-30,0.796,0.836,1,-8.973,0,0.0531,0.0152,0.0444,0.0345,0.543,113.015,4
3JW9hNUjUN51X9jZyn2HVV,Ngishutheni,"Goon Flavour, Master KG, Eemoh",31,0,2,ZA,2025-06-11,71,False,317220,Ngishutheni,2025-04-23,0.787,0.591,11,-7.984,1,0.0444,0.0357,0.00703,0.0796,0.716,112.032,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,32,3,14,ZA,2025-06-11,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
1y8zzw3sYud9aHmAK8ujV6,Shapa Bell (feat. King WaveMusiq),"Naleboy Young King, Shandesh, King WaveMusiq",33,1,2,ZA,2025-06-11,59,False,267189,Shapa Bell (feat. King WaveMusiq),2025-04-01,0.843,0.657,3,-6.211,0,0.0978,0.087,0.0,0.0776,0.811,126.977,4
7vmzUiBkTNEiHoGnRIZ09f,Modimo (feat. Sir Trill & Murumba Pitch),"Kelvin Momo, Tycoon, Sir Trill, Murumba Pitch",34,3,-17,ZA,2025-06-11,61,False,476091,Thato Ya Modimo,2025-05-30,0.829,0.741,1,-9.84,0,0.0493,0.0109,0.108,0.629,0.577,112.984,4
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",35,4,13,ZA,2025-06-11,92,False,177598,GNX,2024-11-21,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
5tIt860TkOItU0BRafiyzd,Sigade Umzila,Mthandeni SK,36,2,9,ZA,2025-06-11,62,False,205400,Sigade Umzila,2024-11-29,0.705,0.882,1,-7.342,0,0.0368,0.339,0.161,0.208,0.883,89.968,4
2LeOHKRLm1Bz7eeNVinUYs,Esandleni,Nontokozo Mkhize,37,-1,5,ZA,2025-06-11,57,False,336600,Lindiwe,2025-01-24,0.477,0.683,4,-5.893,1,0.0395,0.0597,0.00045,0.335,0.495,99.768,4
6txAWGckgEGJIhLjhNdtE9,Residuals,Chris Brown,38,7,12,ZA,2025-06-11,76,False,215178,11:11 (Deluxe),2024-04-10,0.58,0.645,6,-7.793,0,0.0821,0.342,0.0,0.108,0.171,114.905,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,39,3,11,ZA,2025-06-11,96,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
21lD8ZDP6nbEAUtoSQl032,Awsukanini,Umafikizolo,40,-8,-15,ZA,2025-06-11,61,False,228884,Inja Kabi Lena,2025-03-20,0.665,0.972,11,-5.828,0,0.0379,0.755,0.56,0.259,0.967,163.963,4
16B7JnyBsNloQWuWHtUGu7,Ngimile Mpo,Umafikizolo,41,0,2,ZA,2025-06-11,59,False,287843,Inja Kabi Lena,2025-03-20,0.623,0.932,11,-6.745,0,0.0374,0.48,0.909,0.224,0.875,172.034,4
1blpjqXA4y03pWHnDbhs9l,Bo Gogo (feat. Tracy & Thatohatsi),"Kelvin Momo, Da Muziqal Chef, Tracy, Thatohatsi",42,1,8,ZA,2025-06-11,65,False,527129,Ntsako,2024-12-13,0.811,0.71,8,-11.21,0,0.0495,0.0147,0.0276,0.0928,0.534,113.003,4
3LmvfNUQtglbTrydsdIqFU,We Belong Together,Mariah Carey,43,4,7,ZA,2025-06-11,74,False,201400,The Emancipation of Mimi,2005-04-12,0.833,0.467,0,-7.89,1,0.0619,0.0339,0.0,0.09,0.767,139.971,4
73XTer5tuPKNstPEW1eKwL,Naledi,"Mawelele, Naledi Aphiwe",44,0,-8,ZA,2025-06-11,62,False,203210,Time,2025-03-07,0.675,0.538,0,-2.631,1,0.0289,0.757,1.83e-05,0.0964,0.5,94.962,4
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,45,5,5,ZA,2025-06-11,90,True,201800,SOS,2022-12-09,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,4
60NQDPeMwd5mpfrWS5RmrB,Kgatsa dinoka,"Mabotho s, Dj Lekusto",46,2,4,ZA,2025-06-11,58,False,232045,Kgatsa dinoka,2025-03-20,0.902,0.808,8,-6.691,1,0.0573,0.0673,0.000881,0.1,0.925,131.048,4
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,"Lady Gaga, Bruno Mars",47,3,3,ZA,2025-06-11,91,False,251667,MAYHEM,2025-03-07,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,48,2,2,ZA,2025-06-11,93,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
53wwaMp15eGyE12Cm7sxLa,Ungukuphila,Xolly Mncwango,49,-16,1,ZA,2025-06-11,59,False,356306,Jesus Is Enough,2020-11-20,0.278,0.49,3,-11.191,1,0.0523,0.454,0.0,0.351,0.332,168.763,3
1hnB525vM5GrFr5AQIXQu8,Ndisize (feat. Ami Faku),"Caiiro, Ami Faku",50,-10,0,ZA,2025-06-11,63,False,315116,Caiiro,2024-07-05,0.784,0.629,5,-8.35,1,0.0491,0.00634,0.259,0.0918,0.517,117.005,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1,0,0,VN,2025-06-11,85,True,183550,GOLDEN,2023-11-03,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,4
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",2,2,2,VN,2025-06-11,79,True,201812,3D : The Remixes,2023-10-02,0.853,0.824,1,-3.287,1,0.103,0.0322,0.0,0.0859,0.888,108.044,4
1DVYafsLmcQySKkJnY4RCs,Phép Màu - Đàn Cá Gỗ Original Soundtrack,"MAYDAYs, Minh Tốc & Lam",3,-1,-1,VN,2025-06-11,74,False,266666,Phép Màu (Đàn Cá Gỗ Original Soundtrack),2025-02-21,0.492,0.508,7,-6.907,1,0.0355,0.128,0.0,0.254,0.249,143.857,4
