spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,24,7,6,TW,2025-06-11,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
59lBAMCis4C6NsPdUV35Vz,愛愛愛,Khalil Fong,25,1,13,TW,2025-06-11,68,False,215253,愛愛愛,2006-12-31,0.473,0.459,9,-7.348,1,0.0377,0.4,0.0,0.0862,0.346,66.37,4
7z2M7DsEjZjwXBkWG3zd21,我懷念的,Stefanie Sun,26,-5,-9,TW,2025-06-11,69,False,289066,逆光,2007-05-02,0.434,0.391,4,-8.016,1,0.0341,0.755,0.0,0.109,0.283,139.972,4
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,"Lady Gaga, Bruno Mars",27,1,-6,TW,2025-06-11,91,False,251667,MAYHEM,2025-03-07,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
198zDKzyktXRG1PGpidY9h,DRIP,BABYMONSTER,28,1,0,TW,2025-06-11,82,False,180845,DRIP,2024-11-01,0.862,0.687,6,-5.215,1,0.0702,0.065,0.0,0.0862,0.704,119.972,4
6Wobsw9uZ0D0xkfOjxXSq9,Messy (From F1® The Movie),"ROSÉ, F1 The Album",29,-5,-17,TW,2025-06-11,86,False,179055,Messy (From F1® The Movie),2025-05-08,0.562,0.643,5,-5.739,1,0.0422,0.0442,0.0,0.0965,0.277,96.92,4
2FQE7XVMDtuHjkjY0D1uwj,愚人節快樂,Crowd Lu,30,-3,-8,TW,2025-06-11,68,False,256256,愚人節快樂,2025-04-01,0.435,0.309,4,-9.906,1,0.0419,0.734,0.0,0.292,0.235,118.082,4
2BHXQNTVx1WWEk3WyCo4VO,跳楼机,en,31,2,2,TW,2025-06-11,69,False,209158,跳楼机,2025-02-15,0.58,0.62,1,-6.676,1,0.0366,0.21,0.0,0.105,0.349,127.881,4
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,32,2,-6,TW,2025-06-11,92,False,214357,blue,2024-08-02,0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",33,2,1,TW,2025-06-11,92,False,177598,GNX,2024-11-21,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
6d8DgvFxp6lbdfOw9BVkLS,Good Thing,i-dle,34,-14,-21,TW,2025-06-11,78,False,154386,We are,2025-05-19,0.684,0.938,6,-2.128,0,0.0421,0.00125,0.000169,0.325,0.93,132.022,4
7Bb2dk76u7tTQxLf1nY9Ne,Count to Ten,Pets Tseng,35,-3,-3,TW,2025-06-11,47,False,232336,Stay Tuned,2025-05-27,0.538,0.483,8,-7.798,1,0.0462,0.733,0.0,0.0943,0.387,137.727,4
5lKnZbdGCBViitE1Ce5TZh,Supernova,aespa,36,1,6,TW,2025-06-11,75,False,178880,Armageddon - The 1st Album,2024-05-26,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077,4
6WE1SUfXxG41NqW9jPHfti,23/17,"王ADEN, 高爾宣 OSN",37,5,-12,TW,2025-06-11,63,False,213000,23/17,2025-05-16,0.684,0.704,11,-5.569,1,0.0613,0.177,0.0,0.108,0.49,119.928,4
5SxVJ2qGPoP13ZTZz4yntH,A Strange Love Song,Yoga Lin,38,1,-14,TW,2025-06-11,54,False,251785,A Strange Love Song,2025-05-14,0.531,0.498,9,-8.118,1,0.0285,0.322,0.0,0.147,0.396,137.942,4
34K7NvVX6Jw0AzT7hQpQ9X,NONO,頑童Mj116,39,1,2,TW,2025-06-11,62,False,171428,NONO,2025-05-15,0.946,0.535,6,-6.171,1,0.224,0.0321,0.0,0.0825,0.195,98.013,4
0kFTS4OH2t44gsLN0a8Khr,任性 (電視劇《難哄》主題曲),Mayday,40,1,0,TW,2025-06-11,68,False,265000,任性,2024-12-30,0.486,0.673,0,-7.262,1,0.0397,0.0962,0.0,0.0916,0.561,136.045,4
13bw75oRjvxMv9VGIeM32i,愛我還是他,David Tao,41,-5,-6,TW,2025-06-11,69,False,292666,太平盛世,2005-08-01,0.465,0.391,11,-8.029,1,0.0304,0.758,0.0,0.112,0.152,133.025,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",42,8,8,TW,2025-06-11,85,True,183550,GOLDEN,2023-11-03,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,4
2kutq7mQIFYUdGxHptsMlE,你知道你比晚霞好看嗎,"Tr33, BK, Seluu",43,1,-14,TW,2025-06-11,63,False,178666,你知道你比晚霞好看嗎,2025-05-11,0.645,0.658,6,-8.3,1,0.0575,0.354,0.0,0.152,0.489,90.004,4
1z5ebC9238uGoBgzYyvGpQ,toxic till the end,ROSÉ,44,3,2,TW,2025-06-11,85,False,156685,rosie,2024-12-06,0.413,0.604,7,-5.628,1,0.0999,0.0498,0.0,0.114,0.296,167.232,4
6GyUt7yJ0sOktc5HjvVnFh,在加納共和國離婚,"Firdhaus, DIOR 大穎",45,-7,4,TW,2025-06-11,69,False,261000,在加納共和國離婚,2023-08-14,0.415,0.381,7,-9.731,1,0.0516,0.859,0.0,0.129,0.241,116.053,4
373C7aTyGRJw7sVT4UG6Fh,Girls Will Be Girls,ITZY,46,4,4,TW,2025-06-11,61,False,168013,Girls Will Be Girls,2025-06-09,0.776,0.906,1,-2.923,1,0.0992,0.043,0.0,0.0311,0.554,130.062,4
24Y63uAvj6Oc9jGuTlhlgf,HOT,LE SSERAFIM,47,-4,-4,TW,2025-06-11,76,False,143797,HOT (English ver.) (feat. JADE),2025-04-14,0.763,0.63,0,-3.406,1,0.0558,0.0883,0.0,0.42,0.968,127.957,4
6KspA5I7eXMCcK4PgXmOPA,OGS,頑童Mj116,48,1,2,TW,2025-06-11,63,False,160024,OGS,2025-04-30,0.868,0.638,2,-5.929,1,0.163,0.0138,5.59e-05,0.0797,0.532,149.983,4
0cOMncRq4cmDLO4tPQnkBF,擱淺,Jay Chou,49,-1,-2,TW,2025-06-11,67,False,238133,七里香,2004-08-03,0.499,0.5,5,-7.189,1,0.0276,0.687,0.000726,0.141,0.127,122.686,4
4Zwn8WxD61diTwqv9hyTQA,閣愛妳一擺,EggPlantEgg,50,0,-6,TW,2025-06-11,62,False,278010,閣愛妳一擺,2021-12-10,0.552,0.779,7,-5.1,1,0.0494,0.0475,0.0,0.154,0.539,133.924,4
1YrEoI9Cn6pmCXuiUGQ0Kf,SONBAHAR,"Era7capone, Poizi, SNOW",1,0,0,TR,2025-06-11,79,False,150000,SONBAHAR,2025-05-30,0.783,0.779,4,-4.152,0,0.11,0.0924,8.22e-05,0.115,0.079,119.97,4
0VOnehekjQz9cvUwLzmYSQ,Sen Kaldın,Semicenk,2,0,2,TR,2025-06-11,82,False,152438,Geçiyor Zaman,2024-08-09,0.581,0.732,10,-4.821,0,0.0523,0.143,0.0312,0.178,0.345,145.954,4
0F7e5Ot8PrsdHBW0SmeXi7,Aşk Yok Olmaktır,Yıldız Tilbe,3,0,0,TR,2025-06-11,79,False,280560,Aşkperest,1996-08-02,0.537,0.491,2,-10.871,1,0.172,0.266,0.0,0.626,0.756,112.483,3
2qBH9hL1iMU9kpz44dLtcj,Mosmor Perde,BLOK3,4,0,3,TR,2025-06-11,76,False,156774,Mosmor Perde,2025-05-30,0.8,0.52,0,-8.493,1,0.158,0.623,0.000916,0.312,0.677,92.996,4
4EsRpVBBKiqOZ67DJj0QHF,Snap,manifest,5,0,0,TR,2025-06-11,76,False,149711,Snap,2025-05-30,0.713,0.804,3,-4.904,0,0.042,0.00212,3.5e-05,0.144,0.682,146.022,4
2RlpOjMTH17Gf0F0AM40Lw,Kör Sevdam,Zeynep Bastık,6,0,0,TR,2025-06-11,77,False,191142,Kör Sevdam,2025-05-23,0.478,0.76,4,-5.447,0,0.0296,0.132,0.0,0.117,0.604,180.181,4
1horGWxHKfwctCKdHwrO0n,Keşke,"BLOK3, Ati242",7,2,2,TR,2025-06-11,82,False,207253,Keşke,2025-03-28,0.755,0.423,5,-9.967,1,0.12,0.603,4.28e-06,0.292,0.389,94.99,4
3mnejDqp3v2ucwt7MlcwsN,BELLYDANCE,Motive,8,4,0,TR,2025-06-11,77,False,147123,BELLYDANCE,2025-05-23,0.63,0.561,4,-9.867,0,0.0736,0.243,0.000496,0.285,0.267,120.12,4
3ff93VTp2DBbNnDEsAW8Cm,SEVMEYİ DENEMEDİN,BLOK3,9,1,3,TR,2025-06-11,80,False,172900,OBSESIF,2024-09-13,0.744,0.439,1,-11.238,0,0.0336,0.384,3.09e-05,0.0847,0.529,100.027,4
28Aau4tlztDlgKJQXrWhZR,Önümüz Yaz,Simge,10,-3,6,TR,2025-06-11,77,False,181518,Önümüz Yaz,2024-06-21,0.726,0.914,7,-4.226,1,0.0802,0.0758,0.0,0.54,0.839,108.02,4
5CiycCVVt7vLJyMw1MVfzS,Geçsin Yıllar,"Oğuzhan Koç, Merve Özbey",11,0,-9,TR,2025-06-11,79,False,207428,Geçsin Yıllar,2025-05-09,0.571,0.635,2,-5.665,0,0.0447,0.203,0.0,0.115,0.366,139.825,4
4H8ns1mp3witrdJGLrJXR6,Y,Poizi,12,2,5,TR,2025-06-11,76,False,147000,Y,2025-04-25,0.544,0.618,5,-7.194,1,0.0529,0.146,0.0,0.315,0.376,80.063,4
2lh2tbZpcMs7scV62GcJaI,ÜZÜLECEKSİN 2.0,"SNOW, Murat Boz, Era7capone",13,0,-2,TR,2025-06-11,79,True,139354,ÜZÜLECEKSİN 2.0,2025-04-18,0.284,0.866,10,-6.522,0,0.0993,0.332,1.73e-06,0.109,0.712,92.843,4
0E1hVdXGZu0MoE77bYyjie,YANKI X İNTİHAR,"Simge, Era7capone, Ozan Bayraşa, SNOW",14,1,4,TR,2025-06-11,78,False,151512,YANKI X İNTİHAR,2024-11-14,0.571,0.777,1,-6.673,1,0.0713,0.0462,2.16e-05,0.63,0.692,91.132,4
1HJU78CRk4vxvjE5Cs1BCt,Vidrado Em Você,"Dj Guuga, Mc Livinho",15,-7,-5,TR,2025-06-11,88,False,134769,Vidrado Em Você,2019-06-11,0.844,0.925,2,0.303,1,0.1,0.14,7.67e-06,0.109,0.589,159.929,4
1lNcnIU4jtqD69Qtfjh8EJ,Sana Güvenmiyorum - Dedub Sessions,"Dedublüman, Aleyna Tilki",16,1,-2,TR,2025-06-11,78,False,204833,Sana Güvenmiyorum (Dedub Sessions),2024-11-01,0.378,0.666,11,-7.385,0,0.0283,0.0282,5.71e-05,0.456,0.525,89.909,4
1iOjOuccQP5gL52dQW8EqW,ÇIKAR BİRİ KARŞIMA,"Poizi, Era7capone, SNOW",17,2,2,TR,2025-06-11,78,True,167190,ÇIKAR BİRİ KARŞIMA,2025-02-21,0.486,0.732,9,-6.271,0,0.134,0.308,0.0,0.133,0.54,85.603,4
0T9wqk6MpJWBMEAyyQGVAK,KTS,manifest,18,2,-5,TR,2025-06-11,77,False,146517,KTS,2025-05-16,0.746,0.75,10,-5.237,0,0.103,0.0396,0.0,0.828,0.735,109.99,4
65txmqjijZoGYs1irX6tBU,Her Nerdeysen,Ati242,19,2,6,TR,2025-06-11,78,True,149626,Manifesto,2024-10-11,0.818,0.638,4,-8.253,0,0.0897,0.474,0.000267,0.135,0.583,121.951,4
7wSiIzgBSzNFDbVDgxCqeO,Roman Olur Yazsam Seni,Velet,20,-2,-5,TR,2025-06-11,80,False,172023,Roman Olur Yazsam Seni,2025-04-12,0.689,0.461,3,-7.303,0,0.214,0.389,0.0,0.19,0.614,86.519,4
1I7iW0f42qRNJMvpyERRmo,Aldanırım,"Sıla Şahin, Samet Kardeşler",21,-5,-1,TR,2025-06-11,79,False,201231,Aldanırım,2025-01-31,0.63,0.588,3,-6.403,0,0.0379,0.315,1.76e-06,0.165,0.152,98.961,4
3tCCD2qQLdC99YkRwGPSsx,Kumralım,Yaşar,22,4,-1,TR,2025-06-11,75,False,210840,Divane,1996-01-01,0.723,0.942,9,-7.141,0,0.169,0.435,0.0,0.151,0.66,114.943,4
3XZDLNS43nxBJ6HmAlVMGp,Gözlerinden Gözlerine,Semicenk,23,-1,-1,TR,2025-06-11,79,False,176625,Gözlerinden Gözlerine,2025-01-31,0.726,0.573,7,-7.876,0,0.0928,0.435,9.68e-05,0.0814,0.484,90.019,4
4UzAPluTbjdlyyhfE00REO,MERMER,"Lvbel C5, AKDO",24,9,26,TR,2025-06-11,66,False,78927,SÖZDE KİMSELER SEVMİYOR,2025-05-30,0.822,0.509,9,-11.371,1,0.304,0.262,0.0,0.077,0.585,130.04,4
366jopUhzxmlcO7m7I6q8G,Mendil,Gülden,25,-2,3,TR,2025-06-11,77,False,214146,Mendil,2019-06-17,0.769,0.725,7,-6.522,0,0.0687,0.0202,0.0,0.456,0.258,123.08,4
5R4IMqppkpo0rBBHja7j7J,Bu Yaz,Bahadır Tatlıöz,26,-1,1,TR,2025-06-11,70,False,182253,Bu Yaz,2025-05-23,0.828,0.847,0,-5.719,0,0.213,0.353,0.0,0.104,0.708,129.986,4
0bvgWq2ZUhwwjLR1AMcQDs,CISTAK,"Era7capone, Batuflex, Narco",27,0,6,TR,2025-06-11,76,True,136009,CISTAK,2024-09-13,0.819,0.71,2,-8.549,1,0.22,0.186,4.69e-05,0.25,0.923,119.985,4
5pEpvR03HbLxkBtK73EeJw,Değişmene Rağmen,Ati242,28,9,2,TR,2025-06-11,74,False,185786,Manifesto,2024-10-11,0.724,0.698,7,-6.607,0,0.0669,0.537,3.33e-06,0.417,0.559,96.962,4
5dIFM4dkwEjMnFppbHTsEA,Ahu,Mabel Matiz,29,10,8,TR,2025-06-11,73,False,214915,Gök Nerede,2015-02-23,0.686,0.666,9,-5.56,1,0.039,0.146,0.0,0.0428,0.801,122.06,4
7FfdTwI2i0b5PNeNvqtqCY,Italy Forma,Ati242,30,-2,1,TR,2025-06-11,77,True,181346,Manifesto,2024-10-11,0.488,0.858,9,-5.768,0,0.398,0.16,0.0,0.295,0.673,98.02,4
4am1HRe1AbECdzyYfiwwW9,HA HA HA HA,"Lvbel C5, AKDO",31,-7,-7,TR,2025-06-11,63,True,102097,SÖZDE KİMSELER SEVMİYOR,2025-05-30,0.801,0.848,9,-3.872,1,0.0824,0.145,4.99e-06,0.272,0.799,79.98,4
5uh8vQEAZeIFEYhAg52BNS,Benden Sonra,Rıza Tamer,32,2,-3,TR,2025-06-11,77,False,163548,Benden Sonra,2025-03-28,0.564,0.522,10,-6.316,0,0.0674,0.782,0.0,0.0978,0.561,129.898,4
18BJaXD2ss3mP9o0qMOp8P,kum saati,"EGE!, Wegh",33,3,-7,TR,2025-06-11,71,False,139534,kum saati,2025-05-30,0.654,0.551,5,-6.618,1,0.126,0.46,1.23e-05,0.125,0.523,171.923,4
6wW7ZgvYwgOKCRLeqYEM6y,Ara Beni Lütfen,Kenan Doğulu,34,-4,10,TR,2025-06-11,71,False,279799,Festival,2006-06-13,0.71,0.684,10,-8.349,0,0.0888,0.24,6.85e-06,0.122,0.63,94.013,4
0nSgiI4vDSLUCA4GcQDAtp,pUTA,"Jeff Redd, BIGBAT",35,-6,-1,TR,2025-06-11,77,True,104072,pUTA,2025-04-18,0.786,0.723,6,-7.638,1,0.0333,0.0694,0.00148,0.108,0.92,129.992,4
0f5wEn5loiPLw2ItV8Qxoi,Arıyo,manifest,36,4,-4,TR,2025-06-11,75,False,133090,Arıyo,2025-04-11,0.826,0.706,9,-6.151,1,0.0406,0.0978,0.0,0.0637,0.87,110.01,4
4E10qEzOmTIVmrg6Wz2RHj,Saygımdan,Bengü,37,8,13,TR,2025-06-11,74,False,271210,İkinci Hal,2014-10-17,0.725,0.661,5,-5.269,0,0.0343,0.283,0.0,0.225,0.618,127.974,4
4y3QBJf9E8yDJCEFbRK8xk,Yankı,Simge,38,-6,12,TR,2025-06-11,73,False,265964,Yankı,2016-02-05,0.592,0.776,1,-6.46,1,0.0398,0.00674,4.39e-06,0.437,0.416,90.963,4
6Ear9bhjbNi2oaqv5qlqlM,Dönsen Bile,Ferdi Özbeğen,39,-4,-3,TR,2025-06-11,74,False,203653,Sizin Seçtikleriniz,1986-01-01,0.556,0.535,0,-10.617,1,0.036,0.252,1.37e-06,0.311,0.636,124.079,4
24QL6OovqvjJ7cDxBd5Fwl,DURULDUM,"Era7capone, KERO",40,2,0,TR,2025-06-11,76,True,124516,DURULDUM,2025-01-17,0.671,0.686,2,-7.307,1,0.304,0.759,0.000148,0.411,0.784,93.197,4
3ZwRkdnTb4az8X5n4WXuHA,aklına ben gelicem,BLOK3,41,0,2,TR,2025-06-11,76,False,149406,aklına ben gelicem,2023-09-22,0.277,0.546,10,-10.798,0,0.062,0.148,0.0,0.244,0.217,199.957,4
3xZxb7EIcNyRmDc8ECaWTl,HUQQA,Jeff Redd,42,-11,-3,TR,2025-06-11,77,True,127031,HUQQA,2025-03-07,0.87,0.589,1,-7.351,1,0.218,0.0133,4.86e-05,0.0543,0.729,107.978,4
01F8naUG7sn9LWvk68vauX,Çıt Çıt Çedene,Barış Manço,43,0,-20,TR,2025-06-11,69,False,233946,Estağfurullah Ne Haddimize,1983-05-05,0.68,0.523,5,-16.042,0,0.113,0.28,0.0,0.136,0.852,82.5,4
5mJPC56kBRnB9rLGLs85rr,Son Bir Rica,Zeynep Dizdar,44,5,6,TR,2025-06-11,73,False,236888,Gönül Oyunu,2015-07-31,0.539,0.713,8,-5.3,0,0.138,0.314,0.0,0.105,0.583,164.302,4
7q2LhclL7UGS2yiL6QYRki,Zamansızdık,manifest,45,2,5,TR,2025-06-11,73,False,169822,Zamansızdık,2025-02-07,0.757,0.763,4,-4.665,0,0.0539,0.046,0.0,0.116,0.487,100.063,4
2CtLf9f4qAJC7ZVR0qBXWf,Tesir Altında,Mustafa Sandal,46,4,4,TR,2025-06-11,70,False,220746,Tesir Altında,2013-08-06,0.692,0.93,4,-4.285,0,0.0365,0.0696,0.0,0.0924,0.661,127.991,4
3miyN5Xj06i5cfy8vNZfDU,Shoote Shoote,Ati242,47,-1,3,TR,2025-06-11,74,True,179733,Shoote Shoote,2024-06-07,0.818,0.874,2,-5.413,1,0.0754,0.301,0.0506,0.132,0.776,122.957,4
0M2Iwnbm8vp0c5YDdUX3Pu,Efendim İşitmedim - 2. Sezon Soundtrack,Bayhan,48,-10,-13,TR,2025-06-11,69,False,187285,GASSAL (2. Sezon Soundtrack),2025-05-24,0.774,0.549,9,-11.646,0,0.0584,0.151,0.00731,0.0537,0.78,124.991,4
3Ommpa2aE0RU3F04BedepA,Bu Aşk Fazla Sana,Şebnem Ferah,49,1,-3,TR,2025-06-11,73,False,268515,Kadın,2013-01-01,0.638,0.889,11,-5.315,0,0.0352,0.0249,3.62e-06,0.181,0.384,125.005,4
12vJUYMaIzuozhvi3WJsXu,Bir Dudaktan,Özcan Deniz,50,0,-5,TR,2025-06-11,69,False,208493,Hediye,2007-01-01,0.674,0.903,4,-2.2,0,0.152,0.323,1.52e-05,0.0638,0.916,184.042,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,1,1,TH,2025-06-11,90,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
27xkOIER6uDLKALIelHylZ,Don’t Say You Love Me,Jin,2,1,-1,TH,2025-06-11,93,False,180716,Echo,2025-05-16,0.729,0.562,8,-5.49,1,0.0304,0.484,0.0,0.105,0.757,111.976,4
2wyjOiDh07ISNq0oq69G4e,นครดารา,YOUNGOHM,3,1,0,TH,2025-06-11,75,False,196187,นครดารา,2025-02-10,0.819,0.585,0,-5.241,1,0.0394,0.205,1.35e-06,0.101,0.59,121.061,4
4l3EaJebI5YOPEU4o0Xllr,Memory,DOYOUNG,4,2,46,TH,2025-06-11,59,False,183013,Soar - The 2nd Album,2025-06-09,0.436,0.884,5,-1.954,1,0.0569,0.0511,0.0,0.167,0.591,151.08,4
63j1HWrXmSk1zK7IZYQepo,STUNNER,TEN,5,-4,-1,TH,2025-06-11,82,False,214440,STUNNER - The 2nd Mini Album,2025-03-24,0.554,0.806,1,-5.075,1,0.111,0.00637,0.0,0.0509,0.566,188.025,4
3xyNRloMm2i6sNAlnnxLFA,เจิดจรัส,YOUNGOHM,6,-1,-1,TH,2025-06-11,68,False,261948,เจิดจรัส,2025-05-13,0.671,0.815,8,-4.58,1,0.0356,0.38,0.0,0.0942,0.548,114.965,4
7KNmIjcmGJIBrhP2s5Vioe,Born Again (feat. Doja Cat & RAYE),"LISA, Doja Cat, RAYE",7,1,0,TH,2025-06-11,83,True,231174,Alter Ego,2025-02-28,0.688,0.777,1,-4.714,1,0.0408,0.0688,0.0,0.0801,0.368,114.998,4
7zKxBR2LzgFMnVBX6d0ZhT,ที่คั่นหนังสือ (Sometimes),"BOWKYLION, NONT TANONT",8,1,0,TH,2025-06-11,72,False,292500,ที่คั่นหนังสือ (Sometimes),2025-04-25,0.586,0.636,3,-5.874,1,0.0281,0.312,0.0,0.0945,0.521,92.03,4
4JVHa8eTUOEN0zS1zrA2j5,เรื่องราวความรักในตำนาน,"YOUNGOHM, GAVIN:D",9,7,6,TH,2025-06-11,70,False,239757,BANGKOK LEGACY,2020-08-10,0.713,0.874,9,-8.8,1,0.039,0.264,0.0,0.414,0.741,115.076,4
1uFvvFnus5WZFizuRH02Q0,กุหลาบ,"F.HERO, Kantong Tungngern, Saran",10,-3,-4,TH,2025-06-11,74,False,235161,กุหลาบ,2025-02-12,0.811,0.678,9,-4.617,1,0.0911,0.587,0.0,0.106,0.727,124.011,4
0gpFtSxhDc1gC7kYJ927fJ,บทสรุปสุดท้าย,Z9,11,-1,-2,TH,2025-06-11,72,False,264960,บทสรุปสุดท้าย,2025-03-22,0.579,0.349,0,-12.737,1,0.0368,0.379,0.0,0.119,0.321,124.605,4
5b2OC2aaioNReqHlQs1TbR,Faded - Special Version,"2Ectasy, Z9",12,1,-1,TH,2025-06-11,71,False,229000,Faded (Special Version),2025-03-31,0.67,0.647,1,-5.814,1,0.0283,0.601,0.0,0.167,0.605,120.068,4
4qe1nS4WjshQs40dosG8Nq,Hurry up!,"JayQ, 7Vibes",13,-1,-1,TH,2025-06-11,71,True,163879,Hurry up!,2025-03-17,0.757,0.525,5,-8.691,0,0.152,0.406,0.0,0.0871,0.921,97.006,4
6Mm77XGJld1QxvKyMrYbFj,One Of My Life,"BLVCKHEART, K6Y",14,0,3,TH,2025-06-11,69,False,216000,One Of My Life,2024-12-16,0.73,0.479,2,-10.963,1,0.0294,0.305,0.00031,0.103,0.613,79.99,4
0Vx23Np7HAjaQIttqOAUPR,ที่ผ่านมาขอบใจจริงๆ,LITTLE JOHN,15,0,-1,TH,2025-06-11,67,False,338873,ที่ผ่านมาขอบใจจริงๆ,2025-03-27,0.419,0.833,4,-5.187,1,0.0531,7.37e-05,0.0,0.2,0.194,141.926,4
24wXz2WuaF02y0mrKNPMsN,รออยู่อย่างนั้น,"Saran, Z9, SIMON",16,4,0,TH,2025-06-11,71,False,232941,รออยู่อย่างนั้น,2025-01-12,0.709,0.57,4,-10.54,1,0.107,0.306,0.0,0.129,0.577,136.147,4
4kvBebTWC2UmFevtoG0BXy,จดจำ,Only Monday,17,9,5,TH,2025-06-11,69,False,334459,Hotel Room 302,2025-04-10,0.532,0.736,9,-6.133,1,0.0274,0.132,1.82e-06,0.135,0.365,74.01,4
7pvu8UPXXIex1bChP4yyiS,ล้มแชมป์ (Only You Can),"Tilly Birds, Polycat",18,0,3,TH,2025-06-11,71,False,208269,ล้มแชมป์ (Only You Can),2025-01-14,0.742,0.667,4,-4.498,1,0.0711,0.354,0.0,0.121,0.662,103.99,4
1LV7y6Foa5JFMOUc0qyj4b,รักรักรักรักรักรักรัก (Talk Less),D Gerrard,19,-8,-6,TH,2025-06-11,67,False,244577,รักรักรักรักรักรักรัก (Talk Less),2022-09-29,0.63,0.623,5,-7.155,0,0.0797,0.778,0.00285,0.127,0.491,136.902,4
4MEn5CNtwf4VVEfmZVcpTC,ทิ้งไป,Only Monday,20,-1,-1,TH,2025-06-11,71,False,350833,Only Monday,2022-07-09,0.413,0.774,10,-5.431,1,0.0329,0.0106,0.000139,0.145,0.478,180.19,4
5MI9rnOsAayuxi7pKVydNg,Priceless (feat. LISA),"Maroon 5, LISA",21,6,4,TH,2025-06-11,86,False,163352,Priceless (feat. LISA),2025-05-02,0.583,0.863,0,-4.595,1,0.0548,0.113,0.0,0.193,0.743,90.214,4
2a78JDp7YVCyEydtRiHOn7,I Just Wanna Know,PUN,22,1,4,TH,2025-06-11,68,False,223500,PUN,2024-09-19,0.363,0.549,9,-7.205,1,0.0381,0.345,0.0,0.159,0.24,204.054,4
4eXfkqFZLTixR89GpkjKgE,I’m OK // Not OK - Headphones Version,"BOYdPOD, Billkin",23,-1,27,TH,2025-06-11,62,False,316158,I’m OK // Not OK (Headphones Version),2025-06-04,0.652,0.216,4,-13.13,1,0.0312,0.943,2.13e-05,0.0956,0.218,136.008,4
38pEX03GFZ0PfFDaOrpKOM,Bad Desire (With or Without You),ENHYPEN,24,-3,26,TH,2025-06-11,82,False,141885,DESIRE : UNLEASH,2025-06-05,0.626,0.725,0,-4.866,0,0.105,0.234,0.0,0.12,0.665,155.877,4
4KZRjuldIGTS7AQUPbUvbs,ที่เดิม,PUN,25,4,9,TH,2025-06-11,70,False,236062,PUN,2024-09-19,0.606,0.5,2,-7.865,1,0.0282,0.515,0.0,0.103,0.207,82.029,4
3qT2Jn6s5k5dluHNqThi1X,ไม่ให้ไป,Three Man Down,26,-1,17,TH,2025-06-11,70,False,240410,ไม่ให้ไป,2024-06-11,0.52,0.852,9,-4.65,1,0.04,0.157,0.0,0.279,0.344,146.048,4
77rZWogLvZ2NOf248oMd6N,CURSE (รักใครไม่เป็น),"Z9, 2K, Saran",27,-3,-3,TH,2025-06-11,71,False,253333,CURSE (รักใครไม่เป็น),2025-01-29,0.64,0.455,0,-13.247,1,0.0603,0.791,1.1e-05,0.0739,0.175,143.945,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,28,9,2,TH,2025-06-11,100,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
7G7mSV4BebkoHWwKTDvXu9,Winter Ahead (with PARK HYO SHIN),"V, Park Hyo Shin",29,2,-19,TH,2025-06-11,84,False,234895,Winter Ahead (with PARK HYO SHIN),2024-11-29,0.36,0.316,3,-9.954,1,0.0284,0.858,0.000212,0.23,0.229,76.844,3
43eS61ezviPc61XDu6tRYR,เผื่อวันไหนเธอจะกลับมา,guncharlie,30,-2,-2,TH,2025-06-11,70,False,239683,เผื่อวันไหนเธอจะกลับมา,2024-02-29,0.596,0.631,8,-8.884,1,0.029,0.0232,3.19e-06,0.294,0.49,133.773,4
6SAcZT7H44417uxybshTEy,จากกันโดยสมบูรณ์,guncharlie,31,-14,1,TH,2025-06-11,68,False,206416,จากกันโดยสมบูรณ์,2024-12-16,0.533,0.733,0,-7.52,1,0.0385,0.12,0.000253,0.133,0.292,76.018,4
0V3sKBY7Iypaufb6RzR3Er,เพลงรัก,Three Man Down,32,-2,-12,TH,2025-06-11,71,False,269016,เพลงรัก,2024-10-08,0.543,0.634,7,-5.242,1,0.0323,0.376,0.0,0.18,0.509,121.992,3
